умиԓгунэ гачамэттаԓенат манэграԓьыт ӄынвэр пыкиргъи манэграԓьык	г а ч а м э т т а ԓ е н а т _ м а н э г р а ԓ ь ы т _ ӄ ы н в э р _ п ы к и р г ъ и _ м а н э г р а ԓ ь ы к _
винвэӄэй ԓюнԓьутэ нынтыӄин эӄэԓьэ ԓюур ынкы вэнвыпаԓёмтэԓгъэ манэграгэӈкы ынкы нивӄинэт	ԓ ю н ԓ ь у т э _ н ы н т ы ӄ и н _ э ӄ э ԓ ь э _ # _ ы н к ы _ # _ # _ ы н к ы _ н и в ӄ и н э т _
ытри амыным атав игыр ныкитэ мынчамэттанат умиԓгун	а м ы н ы м _ # _ # _ # _ м ы н ч а м э т т а н а т _ # _
рэмкын ынӄэнат рынноԓьыт омэԓгона миӈкыри	ы н ӄ э н а т _ # _ # _ м и ӈ к ы р и _
ӄун ынан ганмыԓен ыргин ынанармачьын танӈармайӈын эчгиым ынӈин ивыпԓыткугъэт	ы н а н _ г а н м ы ԓ е н _ ы р г и н _ # _ # _ э ч г и ы м _ ы н ӈ и н _ и в ы п ԓ ы т к у г ъ э т _
эӄэԓьыт винвэӄэй	в и н в э ӄ э й _
эквэтгъи	
ярагты ынӄо яраԓьыт	ы н ӄ о _ # _
ивнинэт миӈкъым ԓьунэт эӄэԓьыт	м и ӈ к ъ ы м _ # _ # _
ынӄо вэтгавчьомыԓьо иквъи	в э т г а в ч ь о м ы ԓ ь о _ # _
ӄуттиым пытӄырымагты	п ы т ӄ ы р ы м а г т ы _
натчынат	
ӈаԓгыԓ ӄэнъевык гаԓгатчыръоԓенат	ӄ э н ъ е в ы к _ # _
гъыттъыма аны ԓюур нымгутыԓеӄинэт	а н ы _ ԓ ю у р _ н ы м г у т ы ԓ е ӄ и н э т _
вусӄымчыку коԓё ныԓгинымэйыӈӄин мооԓьиӈын ныԓеӄин ӄанъявэчгэтты ԓюур эчги	к о ԓ ё _ # _ # _ # _ ӄ а н ъ я в э ч г э т т ы _ # _ э ч г и _
ынанэвтыԓяӈӄач ваԓьакы мачгаԓяк ивтытԓьэтэ нъыттъытриԓынэт аны гиинъыттъыт гапэнрыткоԓенат	в а ԓ ь а к ы _ м а ч г а ԓ я к _ и в т ы т ԓ ь э т э _ н ъ ы т т ъ ы т р и ԓ ы н э т _ а н ы _ г и и н ъ ы т т ъ ы т _ # _
моогты аны	а н ы _
гэръиԓеԓин мооԓьыйӈын ораыттъыёԓягты ынӄо	м о о ԓ ь ы й ӈ ы н _ о р а ы т т ъ ы ё ԓ я г т ы _ ы н ӄ о _
намгогъан танԓымынӄо ыттъытриԓьюук аны	т а н ԓ ы м ы н ӄ о _ ы т т ъ ы т р и ԓ ь ю у к _ # _
ыттъыт гаӄоԓема	г а ӄ о ԓ е м а _
гапэнрыткоръоԓенат	
ынкы мууриԓ гэкымъугчитԓин чинит ирвык	м у у р и ԓ _ # _ ч и н и т _ и р в ы к _
ӄэтвэтръугъэт таӈымыԓьо эвыр эквырга чымӄык гэегтэтԓинэт ынӄэнат ыргынан нэпиринэт маравтомго ынӄо нымытваӈӈогьат	т а ӈ ы м ы ԓ ь о _ э в ы р _ # _ # _ # _ # _ ы р г ы н а н _ # _ # _ # _ н ы м ы т в а ӈ ӈ о г ь а т _
рымагтэты таӈӄонпы ытри	т а ӈ ӄ о н п ы _ # _
нотагты ӄытыԓьэтыԓьыт пэниннэт рачвыӈыԓьыт с ӈаԓвыԓьиӈын	ӄ ы т ы ԓ ь э т ы ԓ ь ы т _ # _ р а ч в ы ӈ ы ԓ ь ы т _ с _ ӈ а ԓ в ы ԓ ь и ӈ ы н _
ыргин аръаԓя ныԓгинымкыӄин рыпэт	а р ъ а ԓ я _ # _ # _
ынанчинит ԓейвэ	ԓ е й в э _
итыԓьын энмэн ганымытваԓенат тэӈыннэнчеэкэй	э н м э н _ # _ т э ӈ ы н н э н ч е э к э й _
чавчывамкиӈын ԓыгэн	ԓ ы г э н _
ӄун	
ныԓгинымкыӄин рагэнэвчыӈын	р а г э н э в ч ы ӈ ы н _
ӈаԓвыԓьиӈын ыргин аръаԓя ныԓгинымкыӄин	ы р г и н _ а р ъ а ԓ я _ # _
рыпэт ынанчинит ԓейвэ итыԓьын	ы н а н ч и н и т _ # _ # _
аны отчой ганымытваԓенат ынӄэнат	о т ч о й _ г а н ы м ы т в а ԓ е н а т _ # _
рамкиӈын ынраӄ ӄоԓ гатваԓен ынин нынны мотԓынто ынӄэн оравэтԓьан энмэч рэтинэнъэӄэӈгъэ ӄоԓ итык вуԓӄытвик гараеквэԓен мотԓынто ԓыгэн	ы н р а ӄ _ ӄ о ԓ _ г а т в а ԓ е н _ ы н и н _ н ы н н ы _ м о т ԓ ы н т о _ # _ о р а в э т ԓ ь а н _ э н м э ч _ # _ # _ и т ы к _ в у ԓ ӄ ы т в и к _ # _ # _ ԓ ы г э н _
танъямгарайпы ныпаԓёмтэԓгэԓеӄэн ԓюур	н ы п а ԓ ё м т э ԓ г э ԓ е ӄ э н _ ԓ ю у р _
ӄоԓераӄайык паԓёмтэԓгъэ тэкэм ынраӄ	п а ԓ ё м т э ԓ г ъ э _ т э к э м _ ы н р а ӄ _
ӈъочьыраӄайык эвын ынкы ыргин	э в ы н _ ы н к ы _ ы р г и н _
ытԓыгын нэмыӄэй нытваӄэн ныпавӄэнат	н э м ы ӄ э й _ # _ # _
ӈирэӄ ӈъочьыӈэнӄайӄагтэ ӈан ӄаамотԓя	ӈ ъ о ч ь ы ӈ э н ӄ а й ӄ а г т э _ # _ ӄ а а м о т ԓ я _
вуԓӄытвик наӄам ынӄэн ыргин ытԓыгын	н а ӄ а м _ # _ ы р г и н _ ы т ԓ ы г ы н _
ӈъочьо гитԓин тъарӄааԓьо ԓюур вай мотԓынто	г и т ԓ и н _ т ъ а р ӄ а а ԓ ь о _ ԓ ю у р _ в а й _ м о т ԓ ы н т о _
рагтыгъэ ынкъам	ы н к ъ а м _
яраԓьыт ивнинэт тав эӄыԓпэ мынынръэйвэвын мургин яраӈы ынкъам мынгынтэв нотаӄаԓеты эӄыԓпэ	и в н и н э т _ # _ # _ м ы н ы н р ъ э й в э в ы н _ # _ я р а ӈ ы _ ы н к ъ а м _ м ы н г ы н т э в _ # _ э ӄ ы ԓ п э _
нэнръэйвэвын яраӈы ынраӄ нэчвиркын чымӄык ӈэԓвыԓ	я р а ӈ ы _ ы н р а ӄ _ # _ # _ ӈ э ԓ в ы ԓ _
ԓыгэӄыԓпэ нэчвигъэн ӈэԓвыԓ мачамчымӈы ынӄо гэмгутыԓеԓинэт ԓыгэн	н э ч в и г ъ э н _ # _ # _ # _ г э м г у т ы ԓ е ԓ и н э т _ # _
нотаӄаԓеты киткитым анымкычаӈэты ӄэйыӄын	к и т к и т ы м _ а н ы м к ы ч а ӈ э т ы _ ӄ э й ы ӄ ы н _
ынкы гатчытваԓен мотԓынто эчги	г а т ч ы т в а ԓ е н _ # _ э ч г и _
эмгынунныкитэ нъэԓгъи	н ъ э ԓ г ъ и _
тумгэӄэй мотԓынтоӄай гаваӈэйпаратԓен гамгарайпы	м о т ԓ ы н т о ӄ а й _ # _ г а м г а р а й п ы _
нивӄин ик энмэн рэмкын	и к _ # _ р э м к ы н _
вай ӄорачетыркын нивӄинэт	ӄ о р а ч е т ы р к ы н _ # _
энараԓьыт мургинэт ӄутти	м у р г и н э т _ ӄ у т т и _
ик амын	а м ы н _
ивкэ мыниткэчитыркын ӈэԓвыԓ ӄытԓыгиым ынӄэн	м ы н и т к э ч и т ы р к ы н _ # _ ӄ ы т ԓ ы г и ы м _ # _
гъыръунтэтԓин мотԓынто аны	м о т ԓ ы н т о _ а н ы _
ынкы турӄуԓиԓьыръук мотԓынто	т у р ӄ у ԓ и ԓ ь ы р ъ у к _ # _
гэԓӄутръуԓинэт гамгараеквэйӈын ԓыгэн ӈытоԓьын гапойгыма нынторъоӄэнат	г а м г а р а е к в э й ӈ ы н _ ԓ ы г э н _ ӈ ы т о ԓ ь ы н _ # _ # _
чиӈивэӄ гатэӈорма ынкы нымэйыӈӄин майӈымарав гатваԓен ԓыгэӄыԓпэ	г а т э ӈ о р м а _ ы н к ы _ н ы м э й ы ӈ ӄ и н _ # _ # _ ԓ ы г э ӄ ы ԓ п э _
нэчвиткуйвын ӈаԓвыԓьиӈын ԓыгэн ӄун тымӈэнӈэн	ӈ а ԓ в ы ԓ ь и ӈ ы н _ ԓ ы г э н _ ӄ у н _ т ы м ӈ э н ӈ э н _
нытымӈэчвэткойвыӄэн чымӄыкым ԓыгэн оравэтԓьат нынмыткойвыӄэнат ынкы	ч ы м ӄ ы к ы м _ ԓ ы г э н _ о р а в э т ԓ ь а т _ # _ # _
ԓыгэн ӄаачыко	ӄ а а ч ы к о _
ԓымӈэ ярак ӄача ӄынвэр тэӈуйӈэ	я р а к _ ӄ а ч а _ ӄ ы н в э р _ # _
нъэԓгъи арака эвыр	а р а к а _ # _
ӈэԓвыԓ тэӈыннэн ԓёӈпэԓята итгъи ӄораӈы вачаӄым ӄытԓыги ынкы ӄоԓ гапэԓятԓен	т э ӈ ы н н э н _ # _ и т г ъ и _ ӄ о р а ӈ ы _ # _ # _ # _ ӄ о ԓ _ г а п э ԓ я т ԓ е н _
яраӈы раԓӄаӈынвык аны ӄынур пырӄаквыԓгын гэтэйкыԓин гаԓгэнъомравԓен аӄанчемавкы ваԓьын	р а ԓ ӄ а ӈ ы н в ы к _ # _ # _ п ы р ӄ а к в ы ԓ г ы н _ # _ г а ԓ г э н ъ о м р а в ԓ е н _ # _ в а ԓ ь ы н _
ӄытԓыги ынкы ӈирэӄ оравэтԓьат	ы н к ы _ ӈ и р э ӄ _ # _
гэтуйвынԓинэт гэӈээккэтэ ԓюур	г э ӈ э э к к э т э _ ԓ ю у р _
пыкиргъи этратчыӈын рыркаӈэԓгиӈа	э т р а т ч ы ӈ ы н _ # _
нъэԓгынтакаӈатын ынӄэн яраӈы натаӈыԓвавын	ы н ӄ э н _ я р а ӈ ы _ н а т а ӈ ы ԓ в а в ы н _
рыпирӄык ымы ынраӄ намгон	ы м ы _ ы н р а ӄ _ # _
ивкы ынкы рыйигрывъэтэ	ы н к ы _ р ы й и г р ы в ъ э т э _
мытрэнтыгыт ынпыначгыӄай ночыткоӄэн ынӄо высӄу нытчыӄин ынӄо нэмэ иквъэт ынпыначгыӄай	ы н п ы н а ч г ы ӄ а й _ н о ч ы т к о ӄ э н _ # _ в ы с ӄ у _ # _ ы н ӄ о _ н э м э _ и к в ъ э т _ # _
нивӄин гымнин йъэԓгытомгыт таӈатӄэԓгычайвыркыт ытръэч тэӈӄырым	г ы м н и н _ й ъ э ԓ г ы т о м г ы т _ # _ # _ т э ӈ ӄ ы р ы м _
ӄыԓьугыткы ынӄо ытри	ы н ӄ о _ ы т р и _
иквъэт ынин варкыт эвыӈан йъэԓгытомгыт ынраӄым	ы н и н _ # _ # _ # _ # _
ръэмиӈкы кытъаткэ ынӄо эквэтгъэт ӄырэрынво ынӄэн ынӄэнат	к ы т ъ а т к э _ ы н ӄ о _ # _ ӄ ы р э р ы н в о _ # _ ы н ӄ э н а т _
ынӄэнатым гэӈээккэтэ нымытваӈӈогъат ынкы ӄынвэр ӄоԓ	г э ӈ э э к к э т э _ # _ # _ # _ # _
итык вуԓӄытвик иквъи ынпыначгыӄай ӈааккагты ынӄо ынпыначгыӄая ԓёнтатԓыӈа	в у ԓ ӄ ы т в и к _ # _ ы н п ы н а ч г ы ӄ а й _ ӈ а а к к а г т ы _ # _ ы н п ы н а ч г ы ӄ а я _ # _
рыннин ытръэч ивнин гэквэтԓинэт ԓыгэн ынӈин высӄумчыку наӄам ԓыгэн ныԓгитымгыпиӈэтӄин ныпыӈкытԓетӄин аны котчой	ы т р ъ э ч _ и в н и н _ # _ # _ ы н ӈ и н _ в ы с ӄ у м ч ы к у _ # _ ԓ ы г э н _ н ы ԓ г и т ы м г ы п и ӈ э т ӄ и н _ # _ а н ы _ к о т ч о й _
гэԓеԓинэт ԓыгэн нотагты наӄам	ԓ ы г э н _ н о т а г т ы _ н а ӄ а м _
ынпыначгыӄай ныянотыԓьатӄэн ӈээккэтэ	н ы я н о т ы ԓ ь а т ӄ э н _ # _
наӄам	
гэмо миӈкыри тыԓеркыт ԓюур	м и ӈ к ы р и _ # _ # _
вай янотыԓьын	я н о т ы ԓ ь ы н _
ръэгъи нэмыӄэй ытԓён	н э м ы ӄ э й _ # _
гэмо ԓыгнин ынан	ԓ ы г н и н _ ы н а н _
ӈэвысӄэтэ эвын ԓыԓепгъи	э в ы н _ # _
ӄытԓыги энмэпы	э н м э п ы _
гэкэмчичьэтԓинэт ынпыначгыӄай	ы н п ы н а ч г ы ӄ а й _
йъонэн ӈээккэтэ 	ӈ э э к к э т э _ # _
эвын гэтъымымчеткуԓьэтԓин ынпыначгыӄай иквъи эвыр	г э т ъ ы м ы м ч е т к у ԓ ь э т ԓ и н _ # _ и к в ъ и _ э в ы р _
ӈэнку рэпкиргъэ	р э п к и р г ъ э _
ӄымӈыԓтэԓгэ каракэгты ымыԓьо вагыргын ӄытвыԓьатгын нкъам ынан	к а р а к э г т ы _ ы м ы ԓ ь о _ в а г ы р г ы н _ # _ # _ ы н а н _
авык ыргынан ӄонпы нэрэтчыгыт таԓвапаԓӄаттагнэты ээ энмэч	ы р г ы н а н _ ӄ о н п ы _ # _ # _ # _ э н м э ч _
гым ԓымӈэ рымагтэты	ԓ ы м ӈ э _ # _
аӄаягтаԓы тытваркын ԓыгэн ынӈин ивыпԓыткук въигъи ынпыначгыӄай	т ы т в а р к ы н _ ԓ ы г э н _ # _ и в ы п ԓ ы т к у к _ в ъ и г ъ и _ # _
миӈкыри ӄун ԓымӈэ ӄэйвэ аӄаягтаԓы эвын	ӄун _ ԓ ы м ӈ э _ # _ # _ # _
миӈкы гэԓгитъымымчеткуԓин ээ	г э ԓ г и т ъ ы м ы м ч е т к у ԓ и н _ # _
ынӄэным амынан нъэԓгъи	а м ы н а н _ # _
ӈэвысӄэт наӄам	н а ӄ а м _
ытԓыгын въигъи ытԓёным рыгъеватыԓӄаӈынвыгъет атав эквэтгъи аны	в ъ и г ъ и _ # _ # _ # _ э к в э т г ъ и _ # _
котчой гэԓеԓин ӄооӈ ԓыгэн гэмо	г э ԓ е ԓ и н _ ӄ о о ӈ _ # _ # _
миӈкыри ӄынвэр вай ԓюур оравэтԓьан ӈытоԓьын ԓьунин ӈэвысӄэтэ ԓыгэным ынӄэн	ӄ ы н в э р _ # _ ԓ ю у р _ о р а в э т ԓ ь а н _ # _ # _ # _ # _ # _
ԓьоо оравэтԓьан ынӄэн ԓьунэӈу	о р а в э т ԓ ь а н _ # _ # _
гэрэсӄивысӄычетԓин ченэтрачыкогты ынӄо нычимгъуӄин ӈэвысӄэт ынръа ӈан мэӈӄокэн оравэтԓьаӄай	ч е н э т р а ч ы к о г т ы _ ы н ӄ о _ н ы ч и м г ъ у ӄ и н _ # _ # _ # _ м э ӈ ӄ о к э н _ # _
наӄам ԓыгэӄыԓпэ	ԓ ы г э ӄ ы ԓ п э _
рэсӄиквъи ынкэгйит	ы н к э г й и т _
ԓыгэн пыкитчыӄиквъи ивыптэгнык ынӄо пыкиргъи	п ы к и т ч ы ӄ и к в ъ и _ # _ ы н ӄ о _ п ы к и р г ъ и _
ынкы ӄытԓыги ынӄэн кэрэкрэмкын аны	ӄ ы т ԓ ы г и _ # _ к э р э к р э м к ы н _ # _
намӈыԓёйвын ынӄэн ӈэвысӄэт	ы н ӄ э н _ ӈ э в ы с ӄ э т _
гамӈыԓтэтԓен ӈэвысӄэт	ӈ э в ы с ӄ э т _
таӈымыԓьо тывъёонэн	т ы в ъ ё о н э н _
ынин нымытвагыргытымы ынӄэн	н ы м ы т в а г ы р г ы т ы м ы _ # _
ӈан чит ярамкиӈык рээн нымытвагыргын	ч и т _ я р а м к и ӈ ы к _ # _ н ы м ы т в а г ы р г ы н _
ынкъам ымы	ы м ы _
йъэԓгытомгыт тывнэнат ытръэч ӄоон	т ы в н э н а т _ # _ ӄ о о н _
миӈкы варкыт ынкъам	в а р к ы т _ # _
ымы йъэԓгытомгыт тывнэнат ытръэч ӄоон миӈкы	й ъ э ԓ г ы т о м г ы т _ # _ # _ ӄ о о н _ # _
варкыт нивӄинэт кэрэкыт энмэч морыкайпы ӄоԓ нитӄинэт	н и в ӄ и н э т _ # _ # _ м о р ы к а й п ы _ # _ н и т ӄ и н э т _
ныгаԓяӄэнат ынӄо нанатвыгъан ӈэвысӄэт	ы н ӄ о _ # _ # _
ӄуԓиныкитэ пыкиргъи	п ы к и р г ъ и _
гэкэӈвыргыргын нэмэ кэрэкык ӄытԓыгиым	н э м э _ к э р э к ы к _ # _
ӄунԓеԓюн рэмкын ԓюур	р э м к ы н _ # _
вай ӄунԓеԓю ӈэнри ӄытгъи пынԓёнэнат	ӄ у н ԓ е ԓ ю _ # _ # _ п ы н ԓ ё н э н а т _
вынэ вай тургин чакыгэт ӈутку	вай _ т у р г и н _ # _ ӈ у т к у _
ако эԓымӈэ эмъим	эԓымӈэ _ э м ъ и м _
рай этки	э т к и _
вынэ мытрэԓьуӈыркын	м ы т р э ԓ ь у ӈ ы р к ы н _
ынӄо нотасӄычыкогты ӄытгъэт ынӄэнат ымыԓьо иийэ мэй ынӈатаԓым нымэԓьэв ӈэнку	н о т а с ӄ ы ч ы к о г т ы _ # _ # _ # _ и и й э _ # _ ы н ӈ а т а ԓ ы м _ # _ ӈ э н к у _
нынымытваӄэн наӄам	н а ӄ а м _
ԓыгонмычыко ымы	ы м ы _
ӄун ырык	ы р ы к _
ротванвык эвыча наӄам ӈэнку ныԓгэӄэргатӄэн ээкэтэ	э в ы ч а _ н а ӄ а м _ # _ # _ # _
энмэч гъывэӄучитэ ӈэнку нынымытваӄэнат ныԓгиныгтиӈӄин ынин ывэӄуч ыӈко иквъи ӄунԓеԓю ынӄы ӄытваркын нымэԓьэв ынӄэн миӈкы эӄэԓьэ ныԓӄырирӄин чакыгэт	г ъ ы в э ӄ у ч и т э _ # _ н ы н ы м ы т в а ӄ э н а т _ # _ # _ ы в э ӄ у ч _ # _ # _ ӄ у н ԓ е ԓ ю _ # _ # _ н ы м э ԓ ь э в _ # _ # _ # _ # _ ч а к ы г э т _
ынкъам ынӄэната ганатчыӈатԓен	ы н ӄ э н а т а _ г а н а т ч ы ӈ а т ԓ е н _
кэрэкитэ ынкъым гаԓгэкоргавԓен чакыгэт рыпэт ӄун ынӄэн чакэно нинъэйӈэвӄин ӄунԓеԓюнэ	ы н к ъ ы м _ г а ԓ г э к о р г а в ԓ е н _ # _ р ы п э т _ # _ ы н ӄ э н _ ч а к э н о _ # _ ӄ у н ԓ е ԓ ю н э _
амкоргава аԓымы ӄырымэн чакыгэт ытръэч ӈавйъеԓгытомгын	а ԓ ы м ы _ ӄ ы р ы м э н _ # _ # _ # _
ынӄо гэквэтԓин ӄунԓеԓин рэмкын гамаравыԓьатԓен гэмгэԓымынкы	г э к в э т ԓ и н _ ӄ у н ԓ е ԓ и н _ р э м к ы н _ г а м а р а в ы ԓ ь а т ԓ е н _ # _
ӄунԓеԓю миӈкыри ӄун ныԓӄыритъюуӄин ӄунԓеԓюнэ гэмгээӄэԓьэ ынкъам ынӄэната гамаравыԓьатԓен гамгааӄаԓьэты	м и ӈ к ы р и _ # _ н ы ԓ ӄ ы р и т ъ ю у ӄ и н _ # _ г э м г э э ӄ э ԓ ь э _ # _ ы н ӄ э н а т а _ г а м а р а в ы ԓ ь а т ԓ е н _ # _
ӄынвэр энмэч гэԓгинымкэвԓин ынин ӈэԓвыԓ ӄунԓеԓюн	э н м э ч _ г э ԓ г и н ы м к э в ԓ и н _ # _ ӈ э ԓ в ы ԓ _ ӄ у н ԓ е ԓ ю н _
аԓымы чит ӄунԓеԓю нотайпы	ч и т _ ӄ у н ԓ е ԓ ю _ # _
ԓейвэ итыԓьын ԓыгэн ӄун	и т ы ԓ ь ы н _ ԓ ы г э н _ # _
ӈъочьыӄай чит	ч и т _
эквырга нутэк таӈамнымытвата гаԓгэмчытвэԓен чама гэӈэӈытвиԓин чинит	н у т э к _ # _ # _ ч а м а _ г э ӈ э ӈ ы т в и ԓ и н _ # _
ыԓеӄинэт ӈанӄэн нэмэ пытԓяӄ нъэӄэԓьыгынтэвӄинэт ԓюур	ӈ а н ӄ э н _ н э м э _ п ы т ԓ я ӄ _ # _ # _
ынкы тыԓянвык	т ы ԓ я н в ы к _
нэӈыръыԓьун ӄоԓ	ӄ о ԓ _
оравэтԓьан ӄытԓыги	ӄ ы т ԓ ы г и _
нэмыӄэй ԓыгиейвэԓӄэй нэпиригъэнгаӄэтывъэӈӈоԓен эвын нанрагтатын ярак пыкирык наномаатын ынӄэн ӄытԓыги энмэн	ԓ ы г и е й в э ԓ ӄ э й _ # _ э в ы н _ н а н р а г т а т ы н _ # _ пыкирык _ н а н о м а а т ы н _ # _ ӄ ы т ԓ ы г и _ э н м э н _
уӄӄэмӄэй ӄытԓыги нэмыӄэй ԓыгиейвэԓӄэй нэпиригъэнгаӄэтывъэӈӈоԓен эвын нанрагтатын ярак пыкирык наномаатын ынӄэн ӄытԓыги	ӄ ы т ԓ ы г и _ # _ # _ # _ э в ы н _ н а н р а г т а т ы н _ # _ пыкирык _ н а н о м а а т ы н _ # _ ӄ ы т ԓ ы г и _
энмэн уӄӄэмӄэй ԓыгэн	у ӄ ӄ э м ӄ э й _ # _
ӄун ӄунԓэԓюнэ	ӄ у н ԓ э ԓ ю н э _
нутэк тэӈэмԓьуткутэ гэнымкэвԓин ынин	т э ӈ э м ԓ ь у т к у т э _ # _ ы н и н _
итрэтӄэй юур	ю у р _
вай ӄуԓивуԓӄытвик нэмэ	ӄ у ԓ и в у ԓ ӄ ы т в и к _ # _
гакаӈыԓьымкиӈын ныԓячаӄэн	н ы ԓ я ч а ӄ э н _
ынӈатаԓым ныԓгинымкыӄин	н ы ԓ г и н ы м к ы ӄ и н _
ӄытԓыги эӄэԓьын нэмэ ԓыгэн	э ӄ э ԓ ь ы н _ # _ # _
кыткаракэгъет пыкитчыӄиквъэт ынкы	п ы к и т ч ы ӄ и к в ъ э т _ ы н к ы _
пыкиргъэт ынкъам нымӈыԓёӄэнат	ы н к ъ а м _ # _
ванэван ӄыԓьугыткы ӄытвыгыткы гэмо моргынан ымыԓьэты	ӄ ы ԓ ь у г ы т к ы _ # _ г э м о _ м о р г ы н а н _ # _
ӄунԓеԓюн рэмкын вэнԓыги танԓёӈытва нэнтынэт ӄунԓеԓюн рэмкын аԓымы ымы ынкы нытваӄэн ыргин чакыгэт ӈавйъеԓгытомгын эквэтгъи	р э м к ы н _ # _ # _ # _ ӄ у н ԓ е ԓ ю н _ р э м к ы н _ # _ # _ # _ н ы т в а ӄ э н _ ы р г и н _ # _ ӈ а в й ъ е ԓ г ы т о м г ы н _ # _
ынӄэн этратчыӈын	э т р а т ч ы ӈ ы н _
ако ынраӄ ынӄэн	ы н р а ӄ _ ы н ӄ э н _
ръэт нэркыԓейвын ӄунԓеԓюргин юур вай	н э р к ы ԓ е й в ы н _ # _ ю у р _ в а й _
вытратычгатгъэ этратчыӈын ӄунԓеԓю нычимгъуӄин ынӄо нивӄинэт ӄунԓеԓюн тумгыт	э т р а т ч ы ӈ ы н _ ӄ у н ԓ е ԓ ю _ н ы ч и м г ъ у ӄ и н _ # _ # _ # _ # _
ӄунԓеԓюнэ ивнинэт эвнэгынтэвкэ мачынан ынйъомык аны нычимгъуӄин	и в н и н э т _ # _ # _ ы н й ъ о м ы к _ # _ н ы ч и м г ъ у ӄ и н _
ӄунԓеԓю нивӄин	н и в ӄ и н _
ымӈан этъопэԓ миӈкыри мынынтынэт	э т ъ о п э ԓ _ м и ӈ к ы р и _ м ы н ы н т ы н э т _
наӄам ӄунԓеԓюн тумгыт	ӄ у н ԓ е ԓ ю н _ # _
ԓыгитъэркинэт нынныт ыргинэт 	н ы н н ы т _ ы р г и н э т _ _
пэтывтычгын ирэпиӄытъым вэтгавкытувъе чеграйӈо	и р э п и ӄ ы т ъ ы м _ в э т г а в к ы т у в ъ е _ ч е г р а й ӈ о _
ыттъыӄопай риӄуӄӄэй ынкъам уӄӄэмэӄэй ӈан	р и ӄ у ӄ ӄ э й _ ынкъам _ у ӄ ӄ э м э ӄ э й _ # _
нутэк ԓьоо ынкъам ӄутти нэмыӄэй	ԓ ь о о _ # _ # _ н э м ы ӄ э й _
нутэк ԓьооӄагтэ ӄынвэр ивнинэт ӄунԓеԓюнэ ынкъам	ԓ ь о о ӄ а г т э _ # _ и в н и н э т _ ӄ у н ԓ е ԓ ю н э _ # _
ынӈин ӄаанэтԓета	ӄ а а н э т ԓ е т а _
мынԓеркын ытри моогьат ӄаанэтԓетыԓьатык	ы т р и _ м о о г ь а т _ # _
гамгорвэты аны ӈоты	а н ы _ ӈ о т ы _
ԓыгэймэквъэт эӄэԓьыт ӄунԓеԓю гиръытвыԓин	э ӄ э ԓ ь ы т _ ӄ у н ԓ е ԓ ю _ # _
тэӈиръыкэ нъэԓгъи амыным	н ъ э ԓ г ъ и _ а м ы н ы м _
ныԓгитэнтымгэтӄин ӈаргынэн таӈайъыткынка ымы ӄунԓеԓю иръытвинэӈу гаӄъоԓяԓен кытгыргоԓягты ӄынур ины ӄъоԓяпԓыткой	ӈ а р г ы н э н _ т а ӈ а й ъ ы т к ы н к а _ # _ ӄ у н ԓ е ԓ ю _ # _ # _ к ы т г ы р г о ԓ я г т ы _ ӄ ы н у р _ и н ы _ ӄ ъ о ԓ я п ԓ ы т к о й _
нэръэпыӄэн эръэпыма эвыр	э р ъ э п ы м а _ э в ы р _
ныйъэтӄин ӈаргынэн ԓыгэӄыԓпэ рэченма ныпиӈэръуӄин къаԓейпыма 	ӈ а р г ы н э н _ ԓ ы г э ӄ ы ԓ п э _ # _ # _ к ъ а ԓ е й п ы м а _ _
нывъятԓьоӄэн ԓейпыма ныпыԓмыръоӄэн эвыр	ԓ е й п ы м а _ н ы п ы ԓ м ы р ъ о ӄ э н _ э в ы р _
тантэнмавыпԓыткой орвэты ӄытгъи орвык вакъой аны тэнԓыԓечурмэтэ гапыԓмыръочгатԓен вачаӄ вэнԓыги	о р в э т ы _ ӄ ы т г ъ и _ о р в ы к _ # _ а н ы _ т э н ԓ ы ԓ е ч у р м э т э _ # _ в а ч а ӄ _ в э н ԓ ы г и _
ынӈин ныԓеӄинэт ынкъам ныянотӄэн тумгэӄэй ирэпиӄытъым аны ныԓеӄинэт атав ынӈин	н ы ԓ е ӄ и н э т _ ы н к ъ а м _ # _ # _ и р э п и ӄ ы т ъ ы м _ # _ н ы ԓ е ӄ и н э т _ а т а в _ # _
вуԓӄытвий ӄынвэр нывиԓгъэт ынкы ӄунԓеԓюн мараврат ынкы	ӄ ы н в э р _ н ы в и ԓ г ъ э т _ # _ ӄ у н ԓ е ԓ ю н _ # _ # _
нэмэ нымэԓеттыԓеӄин ӈаргынэн ӄунԓеԓюнэ ивнинэт	н ы м э ԓ е т т ы ԓ е ӄ и н _ # _ ӄ у н ԓ е ԓ ю н э _ # _
тумгыт нэмэ ӄунԓеԓюнэ ивнинэт	н э м э _ ӄ у н ԓ е ԓ ю н э _ и в н и н э т _
пэԓӄынтэтгъэт ораяаԓегты ӈоонӄо тыԓек ивнинэт мэрынрэӄэй тумгыт	о р а я а ԓ е г т ы _ # _ т ы ԓ е к _ # _ м э р ы н р э ӄ э й _ # _
мынчамэттанат 	_
ӈаан ныйыԓӄатчаӄэнат тумгиирыкым эвыр ночӄэн ынӄо ӈааанӄо	н ы й ы ԓ ӄ а т ч а ӄ э н а т _ # _ э в ы р _ н о ч ӄ э н _ # _ ӈ а а а н ӄ о _
